ts_bucket,trigger_minute,timeframe,predicted_trend,truth_trend,direction_is_match,predicted_support,predicted_resistance,range_tolerance_pct,range_tolerance_abs,support_error_abs,resistance_error_abs,support_within_tolerance,resistance_within_tolerance,range_is_match,horizon_minutes,expected_bars,actual_bars,missing_bars,missing_start_time,truth_support,truth_resistance,path_state,start_open,end_close,max_high,min_low,close_return_bps,close_return_pct,max_up_bps,max_up_pct,max_down_bps,max_down_pct,up_breach_time,down_breach_time,complete_window
2026-03-17T14:15:00+00:00,15,4h,Bullish,Sideways,False,2312.7,2345.19,1.0,23.3085,9.699999999999818,11.4699999999998,True,True,True,240,240,240,0,,2303.0,2356.66,down_then_up,2330.85,2337.06,2356.66,2303.0,26.642641096594755,0.26642641096594755,110.7321363451108,1.107321363451108,-119.48430829954671,-1.194843082995467,2026-03-17T14:30:00+00:00,2026-03-17T14:17:00+00:00,True
2026-03-17T14:15:00+00:00,15,1d,Bullish,,False,2300.49,2385.78,1.0,,,,False,False,False,1440,1440,758,682,2026-03-18T02:53:00+00:00,,,incomplete,,,,,,,,,,,,,False
2026-03-17T14:30:00+00:00,30,15m,Bullish,Bullish,True,2321.58,2345.19,1.0,23.3288,11.159999999999854,2.630000000000109,True,True,True,15,15,15,0,,2332.74,2347.82,close_up,2332.88,2341.49,2347.82,2332.74,36.90717053598913,0.3690717053598913,64.04101368265857,0.6404101368265858,-0.6001165940827669,-0.0060011659408276685,2026-03-17T14:32:00+00:00,,True
2026-03-17T14:30:00+00:00,30,4h,Bullish,Sideways,False,2311.72,2345.19,1.0,23.3288,8.7199999999998,11.4699999999998,True,True,True,240,240,240,0,,2303.0,2356.66,up_then_down,2332.88,2331.81,2356.66,2303.0,-4.58660539762068,-0.0458660539762068,101.93409005178067,1.0193409005178067,-128.08202736531715,-1.2808202736531715,2026-03-17T14:32:00+00:00,2026-03-17T15:13:00+00:00,True
2026-03-17T14:30:00+00:00,30,1d,Bullish,,False,2305.98,2385.78,1.0,,,,False,False,False,1440,1440,743,697,2026-03-18T02:53:00+00:00,,,incomplete,,,,,,,,,,,,,False
2026-03-17T14:45:00+00:00,45,15m,Sideways,Bearish,False,2336.45,2350.21,1.0,23.4149,1.2199999999998,4.110000000000127,True,True,True,15,15,15,0,,2335.23,2346.1,down_only,2341.49,2342.33,2346.1,2335.23,3.5874592673912353,0.03587459267391235,19.688318122221826,0.19688318122221826,-26.735113111735487,-0.26735113111735487,,2026-03-17T14:51:00+00:00,True
2026-03-17T14:45:00+00:00,45,4h,Bullish,Sideways,False,2334.28,2377.0,1.0,23.4149,31.2800000000002,20.340000000000146,False,True,False,240,240,240,0,,2303.0,2356.66,down_then_up,2341.49,2335.92,2356.66,2303.0,-23.78827157066499,-0.2378827157066499,64.78780605511992,0.6478780605511991,-164.3825085735995,-1.6438250857359948,2026-03-17T15:00:00+00:00,2026-03-17T14:51:00+00:00,True
2026-03-17T14:45:00+00:00,45,1d,Bullish,,False,2304.44,2385.07,1.0,,,,False,False,False,1440,1440,728,712,2026-03-18T02:53:00+00:00,,,incomplete,,,,,,,,,,,,,False
2026-03-17T15:00:00+00:00,0,15m,Sideways,Sideways,True,2335.0,2350.0,1.0,23.4234,8.989999999999782,6.6599999999998545,True,True,True,15,15,15,0,,2326.01,2356.66,up_then_down,2342.34,2327.7,2356.66,2326.01,-62.501600963140724,-0.6250160096314072,61.13544575082841,0.6113544575082841,-69.7166081781464,-0.697166081781464,2026-03-17T15:00:00+00:00,2026-03-17T15:09:00+00:00,True
2026-03-17T15:00:00+00:00,0,4h,Bullish,Sideways,False,2312.0,2354.0,1.0,23.4234,9.0,2.6599999999998545,True,True,True,240,240,240,0,,2303.0,2356.66,up_then_down,2342.34,2331.96,2356.66,2303.0,-44.31465969927606,-0.44314659699276066,61.13544575082841,0.6113544575082841,-167.9517064132452,-1.679517064132452,2026-03-17T15:00:00+00:00,2026-03-17T15:09:00+00:00,True
